Knockdown (Log10 of M41 HMFF/N99mode HMFF)	HMFF	Model	exer 01	exer 02	exer 03	exer 04	exer 05	exer 06	exer 07	exer 08	exer 09	exer 10	exer 11	exer 12	Notes	Tester	Test Date	MJA(cm) Max Jaw Amplitude	DeclaredProtocol	Acode	NON-3NF - LegacyCerts	NON-3NF - AttachmentType (non normalized, this should go in model table)
2.2	145.4	3M Aura 9210+	420	332	147	164	118	76	268	327	172	83	87	155		Tester_FTTP_AM	2023_06_19		Crash	1	N95	H
2.2	143.5	3M Aura 9210+	194	112	93	112	110	65	250	197	362	187	331	193		Tester_FTTP_AM			CrashUM	1	N95	H
2.1	138.2	3M Aura 9210+	132	125	151	146	144	177	198	238	134	223	68	108		Tester_FTTP_AM			CrashUM	1	N95	H
2.1	137.2	3M Aura 9210+	173	119	148	124	116	155	128	167	118	152	169	116		Tester_FTTP_AM	2023_01_15		CrashUM	1	N95	H
2.1	129.8	3M Aura 9210+	132	202	125	116	346	113	119	205	119	73		118		Tester_FTTP_AM			CrashUM	1	N95	H
2.1	125.4	3M Aura 9210+	168	134	138	156	130	84	124	104	93	118	204	139		Tester_FTTP_AM			CrashUM	1	N95	H
2	111.5	3M Aura 9210+	109	78	118	142	106	111	46	93	749	92	361	236		Tester_FTTP_AM			CrashUM	1	N95	H
2	104.6	3M Aura 9210+	63	73	107	175	146	86	101	139	118	128	114	106	mepilex on face	Tester_FTTP_AM			CrashUM	1	N95	H
2	98.3	3M Aura 9210+	86	72	175	150	72	85	88	148	78	113	115	100		Tester_FTTP_AM	2023_06_03		Crash	1	N95	H
2	96.2	3M Aura 9210+	131	153	86	94	124	53	60	130	110	106	99	119		Tester_FTTP_AM			CrashUM	1	N95	H
1.9	84.4	3M Aura 9210+	249	157	83	112	150	89	25	44	108	180	192	98		Tester_FTTP_AM	2023_06_03		Crash	1	N95	H
1.8	68.8	3M Aura 9210+	154	117	135	120	211	225	53	39	20	77	70	79	2022 stress test	Tester_FTTP_AM			CrashUM	1	N95	H
1.8	64	3M Aura 9210+	236	249	240	120	50	56	23	61	47	60	59	71	ex 4 rainbow, ex 5 david byrne,	Tester_FTTP_AM	2023_01_27		Crash	1	N95	H
1.6	42.6	3M Aura 9210+	280	10	129	238	15	213	222	285	247	15	132	122	3x4cmCYCLES at 2,5, 10	Tester_FTTP_AM	2023_07_15	4	Crash4	1	N95	H
1.6	38.6	3M Aura 9210+	435	20	154	142	21	80	80	61	68	11	31	56	3x4cmCYCLES at 2,5, 10	Tester_FTTP_AM	2023_07_15	4	Crash4	1	N95	H
1.3	18.2	3M Aura 9210+	13	14	43	85	157	9.8	19	79	5.4	15	64	28		Tester_FTTP_AM			CrashUM	1	N95	H
1.7	46.5	3M Aura 9210+	91	43	33										CSA Z94.4-2011 Accufit9000	Tester_IANW_AM	2023_07_28		CSA	1	N95	H
1.9	86.2	3M Aura 9210+	228	43	87	68	130	798	42	162					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	1	N95	H
2.3	179.1	3M Aura 9210+	655	338	473	426	167	120	96	91					OSHA 8-test	Tester_JG97_AM	2023_07_14		OSHA plus grimace	1	N95	H
2.3	207.2	3M Aura 9210+	201	188	238	196	333	381	219	187	138	193	204	184		Tester_LP_AF	2023_08_23	2.5	Crash2.5	1	N95	H
2.3	185.5	3M Aura 9210+	575	566	271	173	135	241	204	167	163	185	135	97		Tester_LP_AF	2023_08_23	2.5	Crash2.5	1	N95	H
2	101.1	3M Aura 9210+	211	135	164	155	156	132	158	41	78	88	57	132		Tester_LP_AF	2023_08_23	4	Crash4.0	1	N95	H
2.8	703.3	3M Aura 9210+	818	408	766	1070	383	1180	1390	411	1340	1430	436	1250		Tester_NOMS_AM	2023_08_14	2	CrashFTTP-like, improvised spacers	1	N95	H
2.6	434.4	3M Aura 9210+	341	323	756	623	451	363	705	431	555	592	214	557		Tester_NOMS_AM	2023_08_17	2	CrashFTTP-like, improvised spacers	1	N95	H
2.6	410	3M Aura 9210+	443	417	545	603	315	411	419	324	437	401	362	401		Tester_NOMS_AM	2023_08_16	2	CrashFTTP-like, improvised spacers	1	N95	H
2.5	306.4	3M Aura 9210+	826	497	985	41	574	904	885	504	788	948	660	1360		Tester_NOMS_AM	2023_08_15	2	CrashFTTP-like, improvised spacers	1	N95	H
2.5	290	3M Aura 9210+	387	347	454	395	408	315	428	83	376	364	281	455		Tester_NOMS_AM	2023_08_16	2	CrashFTTP-like, improvised spacers	1	N95	H
2.4	248.6	3M Aura 9210+	275	152	171	140	216	277	457	217	519	410	295	441	Nose leak	Tester_NOMS_AM	2023_08_12	2	CrashFTTP-like, improvised spacers	1	N95	H
3.4	2437.1	3M Aura 9210+	1240	2150	2200	1800	3820	4260	2370	2850	3540	2240	2950	3280		Tester_0026	2023_12_15	2.5	Crash2.5			
2.1	137.3	3M Aura 9211+	113	84	126	214	132	187	138	110	131	152	183	197		Tester_FTTP_AM			CrashUM	1	N95	H
2.1	122.7	3M Aura 9211+	122	97	132	108	153	166	161	86	130	140	126	108		Tester_FTTP_AM	2022_12_23		CrashUM	1	N95	H
2.1	114.2	3M Aura 9211+	125	173	89	130	97	92	77	153	175	122	100	129		Tester_FTTP_AM	2022_12_23		CrashUM	1	N95	H
1.7	55.8	3M Aura 9310+	120	56	69	48	74	40	46	60	64	87	58	31		Tester_FTTP_AF	2023_09_15	2.5	Crash2.5	1	N95	H
2.7	553.9	3M Aura 9320A+	507	472	814	904	410	320	467	717	944	602	400	1090		Tester_NOMS_AM	2023_07_11	2	CrashFTTP-like, improvised spacers	1	FFP2	H
2.7	494.3	3M Aura 9320A+	381	561	287	423	539	784	678	322	577	730	479	892		Tester_NOMS_AM	2023_07_22	2	CrashFTTP-like, improvised spacers	1	FFP2	H
2.6	398.9	3M Aura 9320A+	306	301	457	321	318	458	380	416	463	572	441	606		Tester_NOMS_AM	2023_07_12	2	CrashFTTP-like, improvised spacers	1	FFP2	H
2.6	374.3	3M Aura 9320A+	386	363	421	552	260	434	550	323	439	472	207	448		Tester_NOMS_AM	2023_08_24	2	CrashFTTP-like, improvised spacers	1	FFP2	H
2.5	297.8	3M Aura 9320A+	360	311	361	360	334	196	357	231	307	233	257	478		Tester_NOMS_AM	2023_07_20	2	CrashFTTP-like, improvised spacers	1	FFP2	H
2.5	285.4	3M Aura 9320A+	586	200	303	392	216	266	214	312	424	311	242	285		Tester_NOMS_AM	2023_08_24	2	CrashFTTP-like, improvised spacers	1	FFP2	H
2.2	172.9	3M Aura 9320D+	565	278	319	390	85	382	342	87	315	314	53	233		Tester_0025	2023_11_12	2.5	Crash2.5	1		
2.7	478.7	3M Aura 9320D+	2024	509	369	463	476	582	644	550	513	614	198	520		Tester_0025	2023_11_12	2.5	Crash2.5	1		
2.5	352.8	3M Aura 9320D+	610	313	620	732	162	368	384	348	497	336	321	268	CRASH2.5 END OF SESSION	Tester_0025	2023_11_20	2.5	Crash2.5	4		
2.4	227	3M Aura 9320D+	276	198	263	284	230	301	228	194	226	252	164	194		Tester_FTTP_AM	2023_01_18		CrashUM	1	FFP2	H
2.3	185.4	3M Aura 9320D+	468	234	322	298	212	115	305	365	82	180	383	83		Tester_FTTP_AM	2023_01_18		CrashUM	1	FFP2	H
2.2	177.7	3M Aura 9320D+	119	230	293	284	220	200	244	259	79	209	252	112		Tester_FTTP_AM	2023_01_18		CrashUM	1	FFP2	H
2.6	428.6	3M Aura 9321CN+	730	617	626	1220	171	1090	1670	505	1300	1400	97	688	candles 20K	Tester_FTTP_AF	2023_09_06	2.5	Crash2.5	1	KN95	H
2.6	412	3M Aura 9321CN+	1440	171	1490	3100	83	1140	909	266	729	1730	788	1710	candles 20K	Tester_FTTP_AF	2023_09_06	2.5	Crash2.5	1	KN95	H
2.6	426.5	3M Aura 9321CN+	420	155	1150	1090	408	1600	1270	153	416	803	504	675	water vapor, 20,000	Tester_FTTP_AM	2023_09_06	2.5	Crash2.5	1	KN95	H
2.5	294.9	3M Aura 9321CN+	501	195	328										interrupted	Tester_FTTP_AM	2023_09_06	2.5	Crash2.5	1	KN95	H
2.4	251.6	3M Aura 9321CN+	537	193	205										sevice message	Tester_FTTP_AM	2023_09_06	2.5	Crash2.5	1	KN95	H
2.3	202.2	3M Aura 9321CN+	697	156	471	187	229	309	188	227	449	420	76	112	ambient	Tester_FTTP_AM	2023_09_06	2.5	Crash2.5	1	KN95	H
2.3	181.9	3M Aura 9321CN+	364	667	794	253	266	72	324	156	168	129	113	147	salt vapor 20,000	Tester_FTTP_AM	2023_09_06	2.5	Crash2.5	1	KN95	H
2.2	160.1	3M Aura 9321CN+	454	383	376	260	179	74	112	89	140	124	157	359	ex 6 - looking on the desk for a pair of scissors, ambient	Tester_FTTP_AM	2023_09_06	2.5	Crash2.5	1	KN95	H
2.1	136.2	3M Aura 9321CN+	108	104	274	146									candles 5e4	Tester_FTTP_AM	2023_09_06	2.5	Crash2.5	1	KN95	H
1.7	55	3M Aura 9330+	511	111	263	244	42	56	55	49	48	44	26	27	REFERENCE AURA THIS TIME 9330 NOT 9320 START OF SESSION	Tester_0025	2023_11_28	2.5	Crash2.5	1		
2.4	270.1	3M Aura 9330+	532	287	551	618	408	448	476	190	403	413	98	118	9330 (NOT 9320) REFERENCE	Tester_0025	2023_11_29	2.5	Crash2.5	1		
2.8	642.8	3M Aura 9330+	5395	2027	1480	3067	2283	1837	767	403	1882	1395	189	176	SAME 9330+ AS BEFORE	Tester_0025	2023_12_03	2.5	Crash2.5	1		
2.9	741	3M Aura 9330+	6116	1181	3444	4659	1927	1575	2650	1033	396	535	223	303	SAME 9330+ AS BEFORE. CRASH2.5 PASS2	Tester_0025	2023_12_03	2.5	Crash2.5	1		
2.6	395.3	3M Aura 9330+	190	261	382	324	582	758	807	479	381	523	352	550	(sent in by Stephan) ambient, (regular torture test)	Tester_FTTP_AM	2023_03_16		Crash	1	FFP3	H
2.6	375.9	3M Aura 9330+	719	259	450	319	514	197	468	526	408	515	271	461	(sent in by Stephan), ambient, (regular torture test)	Tester_FTTP_AM	2023_03_17		Crash	1	FFP3	H
2.6	359.9	3M Aura 9330+	368	472	270	527	685	536	319	525	211	251	367	323	mask394	Tester_FTTP_AM	2023_01_30		Crash	1	FFP3	H
2.5	299.4	3M Aura 9330+	539	379	524	378	283	327	199	180	271	282	290	315	mask241	Tester_FTTP_AM	2022_12_22		CrashUM	1	FFP3	H
2.4	279.6	3M Aura 9330+	329	440	371	436	331	248	190	169	268	329		248		Tester_FTTP_AM			CrashUM	1	FFP3	H
2.4	241.6	3M Aura 9330+	81	309	399	291	228	334	360	282	331	260	261	267		Tester_FTTP_AM			CrashUM	1	FFP3	H
2.5	305.5	3M Aura 9330+ extended torture test 01	495	440	169	233	225	307	428	345	521	487	187	396	candles 1E6 (regular torture test)	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
2.3	191.4	3M Aura 9330+ extended torture test 02	313	178	318	382	131	108	158	249	282	94	291	306	candles 1E6 (organizing power cables under a desk)	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
1.7	52.1	3M Aura 9330+ extended torture test 03	135	102	80	39	122	65	27	31	68	48	51	37	candles 1E6 (EXTENDED TEST - no fixing of nosewire after previous test)	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
1.4	26.9	3M Aura 9330+ extended torture test 04	17	47	38	29	23	54	27	20	58	31	16	23	candles 1E6 (EXTENDED TEST - no fixing of nosewire after previous test)	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
1.4	24.9	3M Aura 9330+ extended torture test 05	30	21	40	49	24	23	14	28	36	21	23	23	candles 1E6 (EXTENDED TEST - no fixing of nosewire after previous test)	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
1.4	25.6	3M Aura 9330+ extended torture test 06	25	50	16	20	30	29	22	36	32	30	16	35	candles 1E6 (EXTENDED TEST - no fixing of nosewire after previous test)	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
1.2	15.8	3M Aura 9330+ extended torture test 07	27	12	19	23	21	11	18	13	19	9.5	18	17	tube filled with condensed water after 2.0 hours, switched to different tube at ex9	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
1.3	17.9	3M Aura 9330+ extended torture test 08	19	34	31	13	12	17	21	20	25	15	12	21	candles 1E6 (EXTENDED TEST - no fixing of nosewire after previous test)	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
2.4	278.5	3M Aura 9330+ extended torture test 09	484	408	635	758	531	412	505	528	371	434	478	49	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
2.6	433.3	3M Aura 9330+ extended torture test 10	569	513	623	162	388	754	599	432	445	483	351	864	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
2.5	291.5	3M Aura 9330+ extended torture test 11	455	337	435	637	501	507	411	537	642	240	116	105	candles 1E6 , david  byrne passage at exercise 10 bent the nosewire	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
2	98.4	3M Aura 9330+ extended torture test 12	191	175	63	126	176	49	74	122	107	127	139	67	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	2	FFP3	H
2.8	601.7	3M VFlex 1804	657	699	1620	1220	492	1474	1010	379	653	348	378	462		Tester_LP_AF	2023_08_21	2.5	Crash2.5	1	N95	H
2.7	550.5	3M VFlex 1804	522	516	382	507	388	580	738	491	751	918	645	591		Tester_LP_AF	2023_08_21	2.5	Crash2.5	1	N95	H
1.9	75.8	3M VFlex 1804	796	662	719	894	555	827	883	239	191	142	18	13		Tester_LP_AF	2023_08_21	4	Crash4.0	1	N95	H
2.6	386.6	3M VFlex 1804	770	760	759	442	333	482	343	294	257	467	361	215		Tester_LP_AM	2023_08_23	2.5	Crash2.5	1	N95	H
2.3	196.2	3M VFlex 1804	885	384	288	144	224	220	250	145	152	224	168	99		Tester_LP_AM	2023_08_23	4	Crash4.0	1	N95	H
1.9	71.2	3M VFlex 1804	790	889	1040	650	237	58	123	331	56	22	30	29	Bumped tube at exercise 9	Tester_LP_AM	2023_08_23	2.5	Crash2.5	1	N95	H
1.8	61.3	3M vFlex 1804S	73	63	79	15	70	140	152	109	138	85	84	53		Tester_FTTP_AM	2023_03_29		Crash	1	N95	H
1.8	59.9	3M VFlex 1804S	228	51	172	67	89	66	27	40	77	51	72	48	air: NJ ambient	Tester_FTTP_AM	2023_03_31		Crash	1	N95	H
1.7	47.1	3M VFlex 1804S	432	373	36	35	27	36	40	41	23	226	588	34	air: water vapor 3E4	Tester_FTTP_AM	2023_04_01		Crash	1	N95	H
1.5	29.5	3M VFlex 1804S	220	51	33	32	32	27	31	18	29	22	20	28		Tester_LP_AF	2023_08_21	2.5	Crash2.5	1	N95	H
1.3	18.1	3M VFlex 1804S	865	612	612	512	13	13	13	15	15	16	17	5.8		Tester_LP_AF	2023_08_21	2.5	Crash2.5	1	N95	H
2.1	124.4	3M VFlex 1804S	174	109	151	236	55	110	173	183						Tester_0029	2023_12_17		OSHA+grimace			
2.3	201.8	3M VFlex 1804S	182	233	250	187	267	168	227	204	177	177	211	189		Tester_0029	2023_12_17	2.5	Crash2.5			
2.2	163	3M VFlex 1804S	150	244	202	213	240	211	153	239	114	190	131	84		Tester_0029	2023_12_17	2.5	Crash2.5			
1.7	51.2	3M VFlex 1805S	114	128	19	35	107	289	123	74	24	46	63	44		Tester_0022_AF	2023_11_15	2.5	Crash2.5	1	N95	H
1.9	87	3M Vflex 9105	117	176	226	171	36	185	171	28	140	123	75	99	Crash2.5 cm stress test	Tester_FIG_AM	2023_08_18	2.5	Crash2.5	1	N95	H
2	104.8	3M Vflex 9105	105	166	99	80	124	112	132	108	122	96	96	74		Tester_FTTP_AM	2023_01_01		CrashUM	1	N95	H
1.7	52.5	3M Vflex 9105	108	78	52	78	75	63	102	89	59	69	33	16		Tester_FTTP_AM	2022_12_14		CrashUM	1	N95	H
2.5	344.5	3M Vflex 9105	468	314	326	146	318	442	235	424	657	646	497	402		Tester_NOMS_AM	2023_07_21	2	CrashFTTP-like, improvised spacers	6	N95	H
2.4	242.9	3M Vflex 9105	239	229	263	256	218	273	227	202	308	318	208	230		Tester_NOMS_AM	2023_07_05	2	CrashFTTP-like, improvised spacers	6	N95	H
2.2	150.7	3M Vflex 9105	142	108	191	207	147	161	177	117	236	147	125	143		Tester_NOMS_AM	2023_07_26	2	CrashFTTP-like, improvised spacers	6	N95	H
2.1	131.7	3M Vflex 9105	149	103	135	248	130	170	135	116	124	151	103	108		Tester_NOMS_AM	2023_07_26	2	CrashFTTP-like, improvised spacers	6	N95	H
2	111.2	3M Vflex 9105	111	131	187	139	137	100	133	119	101	73	105	81		Tester_NOMS_AM	2023_07_24	2	CrashFTTP-like, improvised spacers	6	N95	H
1.4	23	3M Vflex 9105	132	67	20	17	32	19	13	17	15	19	44	36		Tester_NOMS_AM	2023_07_30	2	CrashFTTP-like, improvised spacers	6	N95	H
1.3	19.9	3M Vflex 9105	114	74	45	29	44	21	17	20	14	11	11	11		Tester_NOMS_AM	2023_07_24	2	CrashFTTP-like, improvised spacers	6	N95	H
1.7	45.3	3M Vflex 9105	122	164	100	91	54	90	54	46	31	19	21	37		Tester_Toba	2023_05_14			1	N95	H
1.4	23.3	3M VFlex 9105S	28	26	31	22	16									Tester_CA_AF_L	2023_06_11		CrashUMshort	1	N95	H
1.8	65.6	3M Vflex 9105S	125	112	124	69	36	80	104	73	82	27	90	51		Tester_FTTP_AM			CrashUM	1	N95	H
1.8	62.7	3M Vflex 9105S	104	95	103	122	71	42	77	51	51	74	49	34		Tester_FTTP_AM			CrashUM	1	N95	H
1.8	57	3M VFlex 9105S	140	96	286	289	138	38	20	31					OSHA 8-test	Tester_JG97_AF	2023_07_14		OSHA plus grimace	1	N95	H
0.9	7.9	ACI 3120	9.5	7	6.7	10	9.5	11	9.6	10	6.8	8	11	3.9	candles 1E6	Tester_FTTP_AM	2023_03_20		Crash	1	N95	H
0.5	3.3	acrylic test rig, Flo Mask, Clamped, 190 peak PA on inhale	2.8	2.7	3.2	3	3.5	4.5	3.7	3.7	3.5	3.3	3.6	3.3		n/a no human				5		H
2.4	241.7	ADG Airboss N100 S/M, default out of box tension	6290	1350	3140	2880	927	6550	14400	42	327	574	89	144		Tester_FTTP_AM	2023_08_14	2.5	Crash2.5	1	N100	H
2	104.1	ADG Airboss N100 S/M, default out of box tension	10800	3560	2470	2990	317	3300	4540	78	3950	2360	15	33		Tester_FTTP_AM	2023_08_14	2.5	Crash2.5	1	N100	H
0.5	3.2	Air Pro mask, blower OFF	3.2													Tester_FTTP_AM	2023_01_26		Crash	1		E
1.2	16.2	Air Pro mask, blower on high setting	21	9.6	13	15	15	11	21	22	25	21	15	25		Tester_FTTP_AM	2023_02_26		Crash	1		E
1.1	11.2	Air Pro mask, blower on high setting	9.6	9.8	8.2	8.5	11	12	11	32	13	17	10	11	ex6 hi flow,8 hi 2	Tester_FTTP_AM	2023_01_26		Crash	1		E
0.9	8.8	Air Pro mask, blower on low setting	6.5	7.6	6.3	8.8	10	10	9.1	10	11	10	11	9.1	2.5 day stubble. ear loop kn95 mask that came with it that's been in a cabinet for a yr, used 2x to grill outdooors. breathing: slow and measured.	Tester_Toba	2023_05_01			1		E
0.9	7.7	Airgami Small, headband, default tension	6.3	8	9.1	12	5	8.3	7.2	11	7.4	7.8	8.4	6.8		Tester_FTTP_AM	2023_01_30		Crash	1		H
1.2	15.3	Airnium Urban mask 2.0	43	40	3.1	35	8.4	52	36	18	16	42	18	42		Tester_FTTP_AM	2023_04_18		Crash	1		E
0.9	8.1	Airnium Urban mask 2.0	28	49	3.3	37	32	24	22	5.6	4.3	3.6	4.6	14		Tester_FTTP_AM	2023_04_18		Crash	1		E
0.8	6	Airnium Urban mask 2.0	9.9	14	7	8.4	12	7.8	5.5	4.1	4.5	3.9	3.6	5.4		Tester_FTTP_AM	2023_04_17		Crash	1		E
0.7	4.7	Airnium Urban mask 2.0	14	9.2	11	9.8	11	3.7	2.3	2.7	4.9	4.5	4.8	2.8		Tester_FTTP_AM	2023_04_17		Crash	1		E
0.7	5.5	AIRPOP	12	6.5	5.1	6.2	5.6	2.7	3.8	5.5	4.5	10	9.2	6	5.4	Tester_FTTP_AF	2023_11_09	2.5	Crash2.5	1		E
0.7	4.7	AIRPOP	3.2	3.5	3.9	4.4	4.8	4.3	6.5	10	5.4	3.6		8.5	4.8	Tester_FTTP_AF	2023_11_09	2.5	Crash2.5	1		E
0.8	6.6	AJ-02 FFP3	113	13	7.4	12	5.4	8.5	8.7	4.4	6.5	3.6	5.9	3.6		Tester_FTTP_AM	2023_07_02	2.5	Crash2.5	1	FFP3	H
0.7	4.6	AKKAIR	8.7	4.5	3.2	4	3.5	4.8	5.3	4.6	5.9	4.8	4	5.7	4.6	Tester_FTTP_AF	2023_11_09	2.5	Crash2.5	1	KN95	
0.6	3.7	AKKAIR	3.3	3.6	4.5	4.2	3.6	3	3.5	4.3	3.6	3.5	3.8	4	3.6	Tester_FTTP_AF	2023_11_09	2.5	Crash2.5	1	KN95	
0.9	7.9	AKKAIR	73	8.8	37	5.1	5.5	5.7	5.7						interrupted	Tester_FTTP_AM	2023_11_10	2.5	Crash2.5	1	KN95	
0.9	7.3	AKKAIR	6.9	7.2	7.9	7.7	6	6.9	6.1	8.4	9.4	7.5	8.9	6		Tester_FTTP_AM	2023_11_10	2.5	Crash2.5	1	KN95	
0.9	7.1	AKKAIR	4.8	6.7	8.6	7	6.8	9.6	8.6	9.1	6.1	6.4	9.7	5.7		Tester_FTTP_AM	2023_11_10	2.5	Crash2.5	1	KN95	
0.8	6.3	AKKAIR	5.7	6.2	6	6.3	8.6	5.5	7.4	5.9	5.2	7.4	5.2	7.5		Tester_FTTP_AM	2023_11_10	2.5	Crash2.5	1	KN95	
1.9	77.3	AOK Tooling Limited PN2018022-M extended test 01	59	107	75	113	110	39	94	86	92	83	74	75	candles 1E6	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.7	52.7	AOK Tooling Limited PN2018022-M extended test 02	48	58	81	58	27	56	63	59	58	53	52	59	candles 1E6	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.8	57.7	AOK Tooling Limited PN2018022-M extended test 03	49	72	54	42	52	45	68	54	71	59	80	76	candles 1E6	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.8	68.3	AOK Tooling Limited PN2018022-M extended test 04	72	53	98	70	60	42	84	91	61	82	66	88	candles 1E6	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.8	67	AOK Tooling Limited PN2018022-M extended test 05	80	59	76	57	75	66	76	71	57	77	53	73	candles 1E6	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.7	54.3	AOK Tooling Limited PN2018022-M extended test 06	73	66	51	72	57	36	47	33	45	65	96	72	candles 1E6	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.8	62.1	AOK Tooling Limited PN2018022-M extended test 07	50	106	90	52	122	43	74	61	107	21	116	153	ambient oil	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
2	93.4	AOK Tooling Limited PN2018022-M extended test 08	80	77	107	120	64	106	91	83	77	128	106	144	candles 2E5	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.2	15.7	AOK Tooling Limited PN2018022-M extended test 09	110	133	34	29	29	33	35	41	8.2	5.3	6.9	9	candles 2E5, started sliding off nose	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.4	27.8	AOK Tooling Limited PN2018022-M extended test 10	7.1	7.8	22	113	75	52	65	78	141	167	40	109	candles 2E5	Tester_FTTP_AM	2023_03_21		Crash	2	N95	H
1.9	87.3	AOK Tooling Softseal cup PN 20180021-L	123	106	141	94	56	92	78	88	77	72	74	113		Tester_FTTP_AM			CrashUM	1	N95	H
1.9	81.2	AOK Tooling Softseal cup PN 20180021-L	202	48	140	105	279	70	76	55	82	85	96	46		Tester_FTTP_AM	2023_07_02	4	Crash4	1	N95	H
1.8	68.3	AOK Tooling Softseal cup PN 20180021-L	156	52	166	53	125	63	122	31	89	35	158			Tester_FTTP_AM	2023_06_30	4	Crash4	1	N95	H
1.7	50.9	AOK Tooling Softseal cup PN 20180021-L	55	48	50	48	46	45	57	42	53	60	61	54		Tester_FTTP_AM	2023_07_02	4	Crash4	1	N95	H
1.4	23.8	AOK Tooling Softseal cup PN 20180021-L	10	28	23	21	32	30	20	33	40	62	15	42		Tester_FTTP_AM	2023_04_14		Crash	1	N95	H
1.3	20.7	AOK Tooling Softseal cup PN 20180021-L	78	17	22	63	36	9.8	383	19	9.3	74	10	24		Tester_FTTP_AM	2023_04_14		Crash	1	N95	H
2.1	126.5	AOK Tooling Softseal cup PN 20180022-M	187	180	182	83	185	87	153	109	173	166	91	91	mask76 - point blank with vaporizer	Tester_FTTP_AM	2023_01_22		Crash	1	N95	H
2.1	116.2	AOK Tooling Softseal cup PN 20180022-M	73	112	73	87	105	200	124	132	101	242	189	168		Tester_FTTP_AM	2023_01_23		Crash	1	N95	H
1.9	83.6	AOK Tooling Softseal cup PN 20180022-M	107	80	77	87	81	91	93	93	79	54	129	74		Tester_FTTP_AM	2023_04_14		Crash	1	N95	H
1.9	76.4	AOK Tooling Softseal cup PN 20180022-M	72	92	124	90	33	72	84	73	78	98	96	100		Tester_FTTP_AM			CrashUM	1	N95	H
1.8	63.7	AOK Tooling Softseal cup PN 20180022-M	56	102	68	60	96	87	54	97	41	55	60	52		Tester_FTTP_AM	2023_04_14		Crash	1	N95	H
1.1	13.8	AOK Tooling Softseal V-Fold 20190016-S	12	7.9	23	28									double ported	Tester_CA_4M	2023_05_22		CrashUMshort	1	N95	H
2	100.7	AOK Tooling Softseal V-Fold 20190016-S	63	122	137	120										Tester_CA_5M_R	2023_06_11		CrashUMshort	1	N95	H
1.1	12.9	AOK Tooling Softseal V-Fold 20190016-S	15	16	13	34	41	30	40	48	45	14	3.2	5.5	10,11,12 Lucy in the sky	Tester_FTTP_AF	2023_05_06	2.5	Crash	1	N95	H
0.6	3.8	AOK Tooling Softseal V-Fold 20190016-S	4.4	4.3	3.4	2.8	3.1	3.2	4.4	3.7	3.1	6.1	5.5	4.6		Tester_FTTP_AM	2023_05_05	2.5	Crash	1	N95	H
0.6	3.6	Armbrust vertical bifold KN95	3.5	5.3	5.5	5.5	2.9	2.4	2.8	5	4.5	4.2	3.1	2.6	(Send in by Cea)	Tester_FTTP_AM	2023_08_03	2.5	Crash2.5	1	KN95	E
0.5	3.2	Armbrust vertical bifold KN95	4.3	2.3	1.9	3.2	3.4	4.8	3.8	2	3.6	6.4	3.4	3.9	(Send in by Cea)	Tester_FTTP_AM	2023_08_03	2.5	Crash2.5	1	KN95	E
0.5	3	Aurora, flow setting 1	3.1	2.5	2.8	2.8	3.4	2.2	3.7	3.8	2.8	3	3.6	2.9		Tester_FTTP_AM	2023_03_08		Crash	1		E
0.9	8.8	Aurora, flow setting 2	5	14	12	8.1	9.3	12	9.5	10	16	5.6	9.1	7.5		Tester_FTTP_AM	2023_03_08		Crash	1		E
1	11	Aurora, flow setting 3	20	13	9	6.4	9.9	15	12	7.9	12	11	15	13		Tester_FTTP_AM	2023_03_08		Crash	1		E
0.7	4.6	Baggy Blue - (honorary) Halyard Fluidshield baggy peach ASTM3	6.1	4.4	5	4.4	4.8	3.8	5.7	4.5	3.8	6.7	3.5			Tester_FTTP_AM			CrashUM	1		E
0.6	3.8	Baggy Blue - (honorary) Halyard Fluidshield baggy peach ASTM3	2.6	1.8	3.4	4.6	5.1	4	5.1	3.6	4.6	4.9	5.7	5.1		Tester_FTTP_AM	2023_01_12		CrashUM	1		E
